cap-shape,cap-surface,cap-color,odor,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,spore-print-color,population,habitat,edible
f,y,n,f,c,n,b,t,?,w,v,p,p
x,s,n,s,c,n,b,t,?,w,v,l,p
f,s,n,y,c,n,b,t,?,w,v,l,p
f,s,n,y,c,n,b,t,?,w,v,p,p
x,s,n,y,c,n,b,t,?,w,v,p,p
f,y,n,f,c,n,b,t,?,w,v,p,p
x,s,n,y,c,n,b,t,?,w,v,p,p
x,s,n,y,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,p,p
f,y,n,f,c,n,b,t,?,w,v,d,p
x,y,e,y,c,n,b,t,?,w,v,d,p
f,s,e,f,c,n,b,t,?,w,v,l,p
f,y,n,s,c,n,b,t,?,w,v,d,p
f,s,e,y,c,n,b,t,?,w,v,l,p
x,s,n,f,c,n,b,t,?,w,v,p,p
k,f,w,n,w,b,p,e,?,w,n,g,e
x,s,n,f,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,d,p
f,y,n,y,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,d,p
f,y,n,y,c,n,b,t,?,w,v,d,p
f,y,n,f,c,n,b,t,?,w,v,l,p
f,s,n,f,c,n,b,t,?,w,v,d,p
f,y,e,y,c,n,b,t,?,w,v,p,p
b,s,n,n,c,b,o,e,?,o,v,l,e
f,s,e,f,c,n,b,t,?,w,v,d,p
f,s,e,s,c,n,b,t,?,w,v,p,p
x,s,e,y,c,n,b,t,?,w,v,l,p
f,y,n,s,c,n,b,t,?,w,v,l,p
f,y,e,s,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,l,p
f,y,e,s,c,n,b,t,?,w,v,l,p
f,s,n,s,c,n,b,t,?,w,v,p,p
k,y,n,y,c,n,b,t,?,w,v,p,p
f,y,e,f,c,n,b,t,?,w,v,l,p
f,s,e,s,c,n,b,t,?,w,v,d,p
x,y,e,f,c,n,b,t,?,w,v,p,p
f,s,n,y,c,n,b,t,?,w,v,l,p
x,s,e,s,c,n,b,t,?,w,v,p,p
k,y,n,y,c,n,b,t,?,w,v,p,p
x,s,n,s,c,n,b,t,?,w,v,p,p
x,y,e,f,c,n,b,t,?,w,v,d,p
f,y,n,y,c,n,b,t,?,w,v,d,p
f,s,e,y,c,n,b,t,?,w,v,d,p
f,s,n,f,c,n,b,t,?,w,v,p,p
x,s,w,n,w,b,g,e,?,w,s,g,e
f,y,n,y,c,n,b,t,?,w,v,d,p
f,s,n,f,c,n,b,t,?,w,v,l,p
x,y,e,y,c,n,b,t,?,w,v,l,p
f,s,e,s,c,n,b,t,?,w,v,l,p
x,s,n,s,c,n,b,t,?,w,v,p,p
x,y,e,f,c,n,b,t,?,w,v,l,p
k,f,g,n,w,b,g,e,?,w,s,g,e
f,s,e,s,c,n,b,t,?,w,v,l,p
f,y,e,s,c,n,b,t,?,w,v,p,p
b,f,w,n,w,b,w,e,?,w,s,g,e
f,s,n,y,c,n,b,t,?,w,v,l,p
x,y,e,s,c,n,b,t,?,w,v,l,p
x,y,e,f,c,n,b,t,?,w,v,d,p
f,s,n,s,c,n,b,t,?,w,v,p,p
x,s,n,f,c,n,b,t,?,w,v,d,p
f,s,e,s,c,n,b,t,?,w,v,p,p
f,s,e,s,c,n,b,t,?,w,v,l,p
f,s,e,s,c,n,b,t,?,w,v,l,p
x,y,e,m,c,b,w,e,c,w,c,d,p
f,y,n,y,c,n,b,t,?,w,v,d,p
f,y,e,y,c,n,b,t,?,w,v,d,p
x,s,e,s,c,n,b,t,?,w,v,p,p
f,s,e,y,c,n,b,t,?,w,v,p,p
f,y,e,f,c,n,b,t,?,w,v,p,p
f,y,e,s,c,n,b,t,?,w,v,l,p
x,s,e,f,c,n,b,t,?,w,v,l,p
f,s,e,s,c,n,b,t,?,w,v,p,p
x,s,n,n,c,b,n,e,?,y,c,l,e
f,y,n,s,c,n,b,t,?,w,v,d,p
f,y,e,s,c,n,b,t,?,w,v,l,p
f,y,e,s,c,n,b,t,?,w,v,l,p
x,s,n,f,c,n,b,t,?,w,v,p,p
x,s,e,y,c,n,b,t,?,w,v,d,p
x,y,e,f,c,n,b,t,?,w,v,d,p
x,s,e,s,c,n,b,t,?,w,v,p,p
x,y,e,y,c,n,b,t,?,w,v,p,p
f,y,e,f,c,n,b,t,?,w,v,p,p
x,s,n,n,c,b,n,e,?,o,v,l,e
f,s,n,s,c,n,b,t,?,w,v,p,p
x,y,e,f,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,d,p
f,y,e,y,c,n,b,t,?,w,v,p,p
x,y,e,f,c,n,b,t,?,w,v,d,p
x,s,n,s,c,n,b,t,?,w,v,d,p
x,s,n,f,c,n,b,t,?,w,v,l,p
x,s,n,y,c,n,b,t,?,w,v,l,p
x,y,e,s,c,n,b,t,?,w,v,d,p
f,s,n,y,c,n,b,t,?,w,v,l,p
f,s,n,y,c,n,b,t,?,w,v,l,p
k,y,e,y,c,n,b,t,?,w,v,l,p
x,s,n,y,c,n,b,t,?,w,v,d,p
f,y,n,y,c,n,b,t,?,w,v,p,p
k,s,w,n,w,b,g,e,?,w,n,g,e
f,s,e,y,c,n,b,t,?,w,v,l,p
x,s,e,y,c,n,b,t,?,w,v,l,p
f,y,n,f,c,n,b,t,?,w,v,d,p
f,y,n,s,c,n,b,t,?,w,v,p,p
f,y,e,y,c,n,b,t,?,w,v,d,p
x,s,n,f,c,n,b,t,?,w,v,p,p
f,y,n,s,c,n,b,t,?,w,v,l,p
x,s,n,s,c,n,b,t,?,w,v,l,p
k,y,n,y,c,n,b,t,?,w,v,l,p
f,s,e,s,c,n,b,t,?,w,v,d,p
f,y,e,s,c,n,b,t,?,w,v,l,p
f,y,e,f,c,n,b,t,?,w,v,l,p
f,y,e,s,c,n,b,t,?,w,v,p,p
f,y,n,f,c,n,b,t,?,w,v,p,p
f,y,n,f,c,n,b,t,?,w,v,l,p
k,y,n,y,c,n,b,t,?,w,v,l,p
k,y,n,y,c,n,b,t,?,w,v,p,p
f,s,e,y,c,n,b,t,?,w,v,p,p
x,s,e,y,c,n,b,t,?,w,v,d,p
k,s,n,f,c,n,b,t,?,w,v,l,p
x,s,e,f,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,d,p
x,s,e,s,c,n,b,t,?,w,v,l,p
f,s,n,y,c,n,b,t,?,w,v,p,p
x,s,n,f,c,n,b,t,?,w,v,l,p
f,y,e,y,c,n,b,t,?,w,v,d,p
x,s,n,f,c,n,b,t,?,w,v,l,p
x,s,e,y,c,n,b,t,?,w,v,p,p
x,s,e,s,c,n,b,t,?,w,v,d,p
x,s,n,s,c,n,b,t,?,w,v,p,p
x,y,e,s,c,n,b,t,?,w,v,d,p
f,y,e,y,c,n,b,t,?,w,v,p,p
f,s,e,s,c,n,b,t,?,w,v,d,p
x,s,e,y,c,n,b,t,?,w,v,d,p
f,y,e,y,c,n,b,t,?,w,v,l,p
f,s,e,y,c,n,b,t,?,w,v,p,p
f,s,e,s,c,n,b,t,?,w,v,l,p
f,y,n,f,c,n,b,t,?,w,v,d,p
f,s,n,s,c,n,b,t,?,w,v,p,p
x,s,e,f,c,n,b,t,?,w,v,p,p
f,y,n,s,c,n,b,t,?,w,v,l,p
f,s,n,s,c,n,b,t,?,w,v,d,p
f,y,n,f,c,n,b,t,?,w,v,l,p
f,s,e,s,c,n,b,t,?,w,v,l,p
f,y,e,f,c,n,b,t,?,w,v,p,p
f,y,n,y,c,n,b,t,?,w,v,d,p
f,s,e,y,c,n,b,t,?,w,v,d,p
f,s,e,f,c,n,b,t,?,w,v,d,p
f,y,n,s,c,n,b,t,?,w,v,d,p
f,s,e,f,c,n,b,t,?,w,v,d,p
f,s,n,f,c,n,b,t,?,w,v,d,p
k,y,e,s,c,n,b,t,?,w,v,d,p
f,y,e,f,c,n,b,t,?,w,v,d,p
f,s,e,f,c,n,b,t,?,w,v,d,p
f,y,e,y,c,n,b,t,?,w,v,d,p
f,y,n,s,c,n,b,t,?,w,v,l,p
f,y,e,f,c,n,b,t,?,w,v,p,p
f,s,n,s,c,n,b,t,?,w,v,p,p
x,y,e,y,c,n,b,t,?,w,v,d,p
x,f,w,n,w,b,p,e,?,w,n,g,e
x,s,e,s,c,n,b,t,?,w,v,d,p
x,s,e,f,c,n,b,t,?,w,v,l,p
f,y,n,y,c,n,b,t,?,w,v,l,p
x,s,e,y,c,n,b,t,?,w,v,d,p
x,s,n,y,c,n,b,t,?,w,v,d,p
x,s,n,f,c,n,b,t,?,w,v,p,p
x,s,n,y,c,n,b,t,?,w,v,l,p
x,f,g,n,w,b,p,e,?,w,n,g,e
f,y,e,f,c,n,b,t,?,w,v,l,p
f,y,e,f,c,n,b,t,?,w,v,l,p
x,y,e,y,c,n,b,t,?,w,v,p,p
x,s,n,y,c,n,b,t,?,w,v,p,p
k,s,e,y,c,n,b,t,?,w,v,p,p
k,y,e,f,c,n,b,t,?,w,v,d,p
f,y,e,s,c,n,b,t,?,w,v,d,p
x,s,n,f,c,n,b,t,?,w,v,l,p
f,s,n,s,c,n,b,t,?,w,v,l,p
x,s,e,s,c,n,b,t,?,w,v,p,p
f,y,n,y,c,n,b,t,?,w,v,d,p
x,s,n,s,c,n,b,t,?,w,v,p,p
k,f,w,n,w,b,p,e,?,w,n,g,e
k,y,n,f,c,n,b,t,?,w,v,d,p
f,s,e,f,c,n,b,t,?,w,v,d,p
x,y,e,f,c,n,b,t,?,w,v,d,p
x,s,n,s,c,n,b,t,?,w,v,l,p
x,s,n,y,c,n,b,t,?,w,v,d,p
f,y,e,y,c,n,b,t,?,w,v,l,p
f,y,n,s,c,n,b,t,?,w,v,l,p
x,y,e,y,c,n,b,t,?,w,v,l,p
f,s,e,y,c,n,b,t,?,w,v,p,p
x,s,e,s,c,n,b,t,?,w,v,d,p
x,s,n,s,c,n,b,t,?,w,v,p,p
f,y,n,f,c,n,b,t,?,w,v,l,p
f,y,e,s,c,n,b,t,?,w,v,l,p
f,y,n,s,c,n,b,t,?,w,v,l,p
f,y,n,f,c,n,b,t,?,w,v,d,p
f,s,n,y,c,n,b,t,?,w,v,p,p
f,y,e,f,c,n,b,t,?,w,v,p,p
f,y,e,s,c,n,b,t,?,w,v,l,p
x,y,e,s,c,n,b,t,?,w,v,p,p
k,s,e,f,c,n,b,t,?,w,v,p,p
f,y,e,s,c,n,b,t,?,w,v,p,p
f,y,n,y,c,n,b,t,?,w,v,p,p
f,s,n,s,c,n,b,t,?,w,v,d,p
f,s,e,y,c,n,b,t,?,w,v,p,p
k,s,e,f,c,n,b,t,?,w,v,p,p
f,y,e,s,c,n,b,t,?,w,v,p,p
f,s,n,s,c,n,b,t,?,w,v,p,p
x,s,n,n,c,b,n,e,?,b,v,l,e
x,s,n,y,c,n,b,t,?,w,v,l,p
k,s,n,y,c,n,b,t,?,w,v,l,p
f,s,n,f,c,n,b,t,?,w,v,d,p
f,s,n,y,c,n,b,t,?,w,v,d,p
x,s,n,y,c,n,b,t,?,w,v,p,p
f,s,n,y,c,n,b,t,?,w,v,d,p
f,y,e,f,c,n,b,t,?,w,v,p,p
f,y,e,y,c,n,b,t,?,w,v,d,p
f,s,n,f,c,n,b,t,?,w,v,l,p
x,s,e,f,c,n,b,t,?,w,v,l,p
x,s,n,s,c,n,b,t,?,w,v,p,p
x,s,e,y,c,n,b,t,?,w,v,p,p
x,s,e,s,c,n,b,t,?,w,v,d,p
f,y,e,f,c,n,b,t,?,w,v,l,p
x,s,e,y,c,n,b,t,?,w,v,p,p
k,s,e,y,c,n,b,t,?,w,v,l,p
x,y,e,f,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,p,p
f,s,n,y,c,n,b,t,?,w,v,l,p
x,s,n,f,c,n,b,t,?,w,v,d,p
k,y,e,y,c,n,b,t,?,w,v,p,p
x,s,e,y,c,n,b,t,?,w,v,l,p
f,y,n,s,c,n,b,t,?,w,v,d,p
f,y,e,s,c,n,b,t,?,w,v,d,p
f,y,n,s,c,n,b,t,?,w,v,p,p
f,s,n,s,c,n,b,t,?,w,v,l,p
f,s,e,y,c,n,b,t,?,w,v,p,p
k,y,n,y,c,n,b,t,?,w,v,p,p
f,y,e,y,c,n,b,t,?,w,v,l,p
f,s,e,s,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,d,p
x,s,n,y,c,n,b,t,?,w,v,l,p
f,y,n,s,c,n,b,t,?,w,v,d,p
f,y,e,s,c,n,b,t,?,w,v,d,p
x,y,e,s,c,n,b,t,?,w,v,d,p
f,s,e,s,c,n,b,t,?,w,v,p,p
x,s,n,s,c,n,b,t,?,w,v,l,p
f,s,n,y,c,n,b,t,?,w,v,p,p
f,s,n,s,c,n,b,t,?,w,v,l,p
f,s,e,y,c,n,b,t,?,w,v,p,p
x,s,g,n,w,b,p,e,?,w,n,g,e
k,y,n,y,c,n,b,t,?,w,v,p,p
x,y,e,s,c,n,b,t,?,w,v,p,p
x,s,n,s,c,n,b,t,?,w,v,p,p
x,s,n,s,c,n,b,t,?,w,v,d,p
f,y,e,s,c,n,b,t,?,w,v,l,p
k,y,n,f,c,n,b,t,?,w,v,l,p
x,s,e,f,c,n,b,t,?,w,v,d,p
x,s,n,s,c,n,b,t,?,w,v,d,p
k,y,n,y,c,n,b,t,?,w,v,d,p
x,y,e,f,c,n,b,t,?,w,v,l,p
k,s,n,f,c,n,b,t,?,w,v,p,p
x,s,n,f,c,n,b,t,?,w,v,p,p
x,y,e,f,c,n,b,t,?,w,v,d,p
f,s,e,y,c,n,b,t,?,w,v,d,p
f,s,n,s,c,n,b,t,?,w,v,l,p
f,s,n,f,c,n,b,t,?,w,v,p,p
f,s,e,y,c,n,b,t,?,w,v,p,p
x,y,e,s,c,n,b,t,?,w,v,l,p
x,s,e,f,c,n,b,t,?,w,v,l,p
f,s,n,s,c,n,b,t,?,w,v,p,p
f,y,e,s,c,n,b,t,?,w,v,d,p
x,s,n,f,c,n,b,t,?,w,v,d,p
x,s,e,s,c,n,b,t,?,w,v,d,p
x,s,e,y,c,n,b,t,?,w,v,l,p
f,s,e,f,c,n,b,t,?,w,v,p,p
x,y,e,s,c,n,b,t,?,w,v,p,p
x,s,n,y,c,n,b,t,?,w,v,d,p
x,s,e,s,c,n,b,t,?,w,v,l,p
x,s,e,y,c,n,b,t,?,w,v,l,p
x,s,n,y,c,n,b,t,?,w,v,d,p
x,s,n,s,c,n,b,t,?,w,v,l,p
f,s,e,y,c,n,b,t,?,w,v,d,p
f,y,e,f,c,n,b,t,?,w,v,d,p
x,s,n,s,c,n,b,t,?,w,v,d,p
x,s,e,f,c,n,b,t,?,w,v,l,p
f,s,n,s,c,n,b,t,?,w,v,l,p
x,s,n,f,c,n,b,t,?,w,v,d,p
f,s,e,y,c,n,b,t,?,w,v,d,p
k,y,n,y,c,n,b,t,?,w,v,p,p
x,s,n,y,c,n,b,t,?,w,v,l,p
f,y,n,y,c,n,b,t,?,w,v,p,p
k,y,n,y,c,n,b,t,?,w,v,p,p
f,s,e,s,c,n,b,t,?,w,v,d,p
f,s,n,f,c,n,b,t,?,w,v,p,p
x,s,e,y,c,n,b,t,?,w,v,d,p
x,s,n,f,c,n,b,t,?,w,v,l,p
f,y,n,y,c,n,b,t,?,w,v,p,p
f,y,n,s,c,n,b,t,?,w,v,p,p
x,s,e,y,c,n,b,t,?,w,v,l,p
f,y,n,y,c,n,b,t,?,w,v,l,p
x,y,e,s,c,n,b,t,?,w,v,p,p
f,y,n,y,c,n,b,t,?,w,v,l,p
f,y,e,s,c,n,b,t,?,w,v,p,p
x,y,e,f,c,n,b,t,?,w,v,l,p
f,s,e,y,c,n,b,t,?,w,v,l,p
k,s,n,s,c,n,b,t,?,w,v,d,p
x,y,e,f,c,n,b,t,?,w,v,p,p
x,s,n,f,c,n,b,t,?,w,v,l,p
f,s,e,s,c,n,b,t,?,w,v,p,p
f,s,e,y,c,n,b,t,?,w,v,p,p
b,f,g,n,w,b,p,e,?,w,s,g,e
x,s,n,y,c,n,b,t,?,w,v,p,p
k,s,n,s,c,n,b,t,?,w,v,p,p
b,s,n,n,c,b,o,e,?,y,v,l,e
f,s,n,y,c,n,b,t,?,w,v,d,p
f,y,n,s,c,n,b,t,?,w,v,d,p
x,y,e,s,c,n,b,t,?,w,v,d,p
x,s,e,s,c,n,b,t,?,w,v,d,p
k,y,c,m,c,b,w,e,c,w,c,d,p
x,s,e,s,c,n,b,t,?,w,v,l,p
f,s,n,s,c,n,b,t,?,w,v,p,p
x,s,n,y,c,n,b,t,?,w,v,l,p
x,y,e,s,c,n,b,t,?,w,v,d,p
x,s,e,f,c,n,b,t,?,w,v,d,p
f,s,e,f,c,n,b,t,?,w,v,l,p
f,s,n,f,c,n,b,t,?,w,v,d,p
f,s,n,s,c,n,b,t,?,w,v,d,p
f,y,e,y,c,n,b,t,?,w,v,p,p
x,s,e,y,c,n,b,t,?,w,v,l,p
f,y,e,s,c,n,b,t,?,w,v,d,p
f,y,n,y,c,n,b,t,?,w,v,l,p
x,y,e,f,c,n,b,t,?,w,v,l,p
f,y,e,s,c,n,b,t,?,w,v,p,p
f,s,e,f,c,n,b,t,?,w,v,l,p
f,s,e,f,c,n,b,t,?,w,v,p,p
x,s,e,y,c,n,b,t,?,w,v,p,p
x,s,e,f,c,n,b,t,?,w,v,d,p
k,y,e,s,c,n,b,t,?,w,v,p,p
x,y,e,f,c,n,b,t,?,w,v,l,p
x,s,e,y,c,n,b,t,?,w,v,d,p
x,s,n,y,c,n,b,t,?,w,v,d,p
x,s,n,s,c,n,b,t,?,w,v,l,p
f,s,n,y,c,n,b,t,?,w,v,d,p
f,y,n,s,c,n,b,t,?,w,v,p,p
x,s,e,s,c,n,b,t,?,w,v,d,p
k,s,n,f,c,n,b,t,?,w,v,p,p
f,s,n,y,c,n,b,t,?,w,v,d,p
f,y,n,f,c,n,b,t,?,w,v,d,p
f,y,e,y,c,n,b,t,?,w,v,p,p
f,y,e,s,c,n,b,t,?,w,v,l,p
f,y,n,f,c,n,b,t,?,w,v,d,p
x,s,e,y,c,n,b,t,?,w,v,l,p
f,y,n,s,c,n,b,t,?,w,v,d,p
f,s,n,s,c,n,b,t,?,w,v,d,p
f,s,e,f,c,n,b,t,?,w,v,p,p
x,s,n,y,c,n,b,t,?,w,v,d,p
f,y,e,f,c,n,b,t,?,w,v,d,p
k,y,n,y,c,n,b,t,?,w,v,l,p
f,s,n,y,c,n,b,t,?,w,v,p,p
f,y,n,f,c,n,b,t,?,w,v,p,p
f,s,e,y,c,n,b,t,?,w,v,l,p
x,s,n,f,c,n,b,t,?,w,v,l,p
f,s,e,f,c,n,b,t,?,w,v,p,p
x,s,e,f,c,n,b,t,?,w,v,d,p
f,y,e,s,c,n,b,t,?,w,v,d,p
x,s,e,y,c,n,b,t,?,w,v,p,p
f,s,e,s,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,p,p
x,s,n,y,c,n,b,t,?,w,v,p,p
x,s,e,s,c,n,b,t,?,w,v,d,p
f,s,e,s,c,n,b,t,?,w,v,d,p
x,s,e,f,c,n,b,t,?,w,v,l,p
x,s,n,s,c,n,b,t,?,w,v,l,p
f,s,e,f,c,n,b,t,?,w,v,d,p
x,y,e,s,c,n,b,t,?,w,v,l,p
x,s,n,y,c,n,b,t,?,w,v,p,p
x,y,e,s,c,n,b,t,?,w,v,p,p
f,s,e,y,c,n,b,t,?,w,v,l,p
x,s,e,s,c,n,b,t,?,w,v,d,p
f,y,n,f,c,n,b,t,?,w,v,l,p
x,s,e,f,c,n,b,t,?,w,v,l,p
x,s,n,s,c,n,b,t,?,w,v,l,p
f,s,e,y,c,n,b,t,?,w,v,d,p
x,s,e,s,c,n,b,t,?,w,v,d,p
f,s,n,y,c,n,b,t,?,w,v,l,p
x,y,e,s,c,n,b,t,?,w,v,p,p
f,y,e,y,c,n,b,t,?,w,v,d,p
x,y,e,s,c,n,b,t,?,w,v,p,p
k,y,n,y,c,n,b,t,?,w,v,l,p
f,y,n,y,c,n,b,t,?,w,v,l,p
x,y,e,f,c,n,b,t,?,w,v,l,p
f,s,n,y,c,n,b,t,?,w,v,p,p
x,s,e,s,c,n,b,t,?,w,v,d,p
f,s,e,y,c,n,b,t,?,w,v,d,p
x,f,g,n,w,b,g,e,?,w,s,g,e
x,s,e,y,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,l,p
f,s,n,s,c,n,b,t,?,w,v,p,p
x,s,e,f,c,n,b,t,?,w,v,l,p
x,s,e,y,c,n,b,t,?,w,v,l,p
x,s,e,s,c,n,b,t,?,w,v,l,p
f,y,e,y,c,n,b,t,?,w,v,d,p
b,f,g,n,w,b,w,e,?,w,s,g,e
f,y,n,s,c,n,b,t,?,w,v,d,p
f,y,e,f,c,n,b,t,?,w,v,d,p
f,y,n,s,c,n,b,t,?,w,v,d,p
f,s,n,f,c,n,b,t,?,w,v,l,p
f,y,n,f,c,n,b,t,?,w,v,d,p
x,y,e,s,c,n,b,t,?,w,v,d,p
f,y,n,s,c,n,b,t,?,w,v,l,p
x,s,n,y,c,n,b,t,?,w,v,d,p
f,y,e,f,c,n,b,t,?,w,v,d,p
k,f,g,n,w,b,p,e,?,w,s,g,e
b,s,n,n,c,b,y,e,?,o,c,l,e
f,s,n,s,c,n,b,t,?,w,v,l,p
x,s,n,s,c,n,b,t,?,w,v,p,p
f,y,n,s,c,n,b,t,?,w,v,l,p
f,s,e,s,c,n,b,t,?,w,v,l,p
f,y,n,y,c,n,b,t,?,w,v,l,p
f,s,n,f,c,n,b,t,?,w,v,d,p
f,y,e,y,c,n,b,t,?,w,v,p,p
f,y,e,f,c,n,b,t,?,w,v,l,p
f,s,n,s,c,n,b,t,?,w,v,l,p
x,s,e,y,c,n,b,t,?,w,v,d,p
x,f,w,n,w,b,g,e,?,w,n,g,e
f,s,n,f,c,n,b,t,?,w,v,p,p
x,s,e,y,c,n,b,t,?,w,v,l,p
x,s,n,y,c,n,b,t,?,w,v,d,p
x,s,n,y,c,n,b,t,?,w,v,l,p
x,s,n,f,c,n,b,t,?,w,v,d,p
k,y,n,y,c,n,b,t,?,w,v,d,p
f,s,n,y,c,n,b,t,?,w,v,p,p
x,y,e,y,c,n,b,t,?,w,v,p,p
f,s,n,y,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,d,p
x,s,n,s,c,n,b,t,?,w,v,l,p
x,s,n,f,c,n,b,t,?,w,v,d,p
x,y,e,s,c,n,b,t,?,w,v,l,p
f,s,e,f,c,n,b,t,?,w,v,d,p
f,s,e,s,c,n,b,t,?,w,v,l,p
f,y,n,f,c,n,b,t,?,w,v,p,p
x,s,e,s,c,n,b,t,?,w,v,l,p
f,s,e,s,c,n,b,t,?,w,v,l,p
f,y,e,s,c,n,b,t,?,w,v,d,p
f,y,e,y,c,n,b,t,?,w,v,l,p
x,y,e,s,c,n,b,t,?,w,v,l,p
f,y,n,f,c,n,b,t,?,w,v,l,p
f,s,n,f,c,n,b,t,?,w,v,l,p
f,s,n,y,c,n,b,t,?,w,v,p,p
k,y,e,f,c,n,b,t,?,w,v,l,p
f,s,e,y,c,n,b,t,?,w,v,l,p
x,s,e,s,c,n,b,t,?,w,v,p,p
x,y,e,y,c,n,b,t,?,w,v,p,p
f,y,e,f,c,n,b,t,?,w,v,l,p
x,y,e,s,c,n,b,t,?,w,v,d,p
f,y,e,f,c,n,b,t,?,w,v,l,p
f,y,n,y,c,n,b,t,?,w,v,d,p
f,y,e,y,c,n,b,t,?,w,v,l,p
x,y,e,s,c,n,b,t,?,w,v,p,p
x,s,e,y,c,n,b,t,?,w,v,d,p
f,s,e,f,c,n,b,t,?,w,v,l,p
f,s,e,f,c,n,b,t,?,w,v,p,p
x,s,e,f,c,n,b,t,?,w,v,p,p
f,s,e,y,c,n,b,t,?,w,v,p,p
f,s,e,s,c,n,b,t,?,w,v,p,p
f,s,n,y,c,n,b,t,?,w,v,l,p
f,y,e,f,c,n,b,t,?,w,v,d,p
f,y,n,s,c,n,b,t,?,w,v,p,p
k,s,e,f,c,n,b,t,?,w,v,l,p
f,s,n,y,c,n,b,t,?,w,v,d,p
f,y,n,y,c,n,b,t,?,w,v,p,p
f,s,e,s,c,n,b,t,?,w,v,l,p
f,y,e,y,c,n,b,t,?,w,v,l,p
x,s,n,y,c,n,b,t,?,w,v,p,p
k,y,n,y,c,n,b,t,?,w,v,p,p
x,y,e,s,c,n,b,t,?,w,v,d,p
x,s,e,f,c,n,b,t,?,w,v,l,p
x,s,g,n,w,b,w,e,?,w,n,g,e
k,y,n,y,c,n,b,t,?,w,v,d,p
x,s,n,y,c,n,b,t,?,w,v,p,p
f,s,n,s,c,n,b,t,?,w,v,p,p
f,s,n,s,c,n,b,t,?,w,v,p,p
x,s,e,s,c,n,b,t,?,w,v,p,p
f,s,e,f,c,n,b,t,?,w,v,l,p
f,y,e,f,c,n,b,t,?,w,v,l,p
f,y,e,f,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,l,p
f,s,e,f,c,n,b,t,?,w,v,p,p
x,s,n,f,c,n,b,t,?,w,v,p,p
f,s,e,f,c,n,b,t,?,w,v,l,p
x,s,e,s,c,n,b,t,?,w,v,p,p
f,s,e,y,c,n,b,t,?,w,v,d,p
f,y,e,f,c,n,b,t,?,w,v,p,p
k,y,e,s,c,n,b,t,?,w,v,p,p
f,s,n,s,c,n,b,t,?,w,v,p,p
k,y,e,s,c,n,b,t,?,w,v,d,p
f,s,e,y,c,n,b,t,?,w,v,l,p
f,y,e,s,c,n,b,t,?,w,v,l,p
f,s,e,f,c,n,b,t,?,w,v,l,p
b,s,n,n,c,b,n,e,?,o,c,l,e
x,s,n,f,c,n,b,t,?,w,v,d,p
f,y,e,s,c,n,b,t,?,w,v,l,p
f,y,n,s,c,n,b,t,?,w,v,d,p
f,s,e,f,c,n,b,t,?,w,v,d,p
f,y,n,f,c,n,b,t,?,w,v,p,p
k,y,n,m,c,b,w,e,c,w,c,d,p
x,s,e,f,c,n,b,t,?,w,v,p,p
f,s,e,s,c,n,b,t,?,w,v,l,p
k,y,n,y,c,n,b,t,?,w,v,d,p
f,s,e,f,c,n,b,t,?,w,v,p,p
k,s,w,n,w,b,g,e,?,w,s,g,e
f,y,n,y,c,n,b,t,?,w,v,l,p
f,y,n,y,c,n,b,t,?,w,v,d,p
f,y,n,y,c,n,b,t,?,w,v,p,p
f,s,n,s,c,n,b,t,?,w,v,d,p
f,s,n,y,c,n,b,t,?,w,v,l,p
f,y,e,y,c,n,b,t,?,w,v,p,p
x,s,e,f,c,n,b,t,?,w,v,d,p
f,y,n,f,c,n,b,t,?,w,v,p,p
x,s,n,f,c,n,b,t,?,w,v,p,p
x,s,e,f,c,n,b,t,?,w,v,l,p
x,s,e,y,c,n,b,t,?,w,v,l,p
f,y,e,y,c,n,b,t,?,w,v,d,p
x,s,n,y,c,n,b,t,?,w,v,d,p
x,s,e,s,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,l,p
x,s,n,y,c,n,b,t,?,w,v,l,p
f,y,e,y,c,n,b,t,?,w,v,d,p
x,s,n,f,c,n,b,t,?,w,v,d,p
f,y,e,f,c,n,b,t,?,w,v,l,p
f,s,e,f,c,n,b,t,?,w,v,p,p
f,y,n,f,c,n,b,t,?,w,v,l,p
f,y,n,y,c,n,b,t,?,w,v,d,p
x,y,e,f,c,n,b,t,?,w,v,d,p
k,f,g,n,w,b,w,e,?,w,n,g,e
x,s,e,y,c,n,b,t,?,w,v,d,p
